ticket_id,message,intent,source_intent,source_row
BTX-0085,I'd like to change my fucking online ordr before ya send it could ya help me,order_change,change_order,6453
BTX-0086,"I bought a fucking item but I chose a wrong color, I want to update my fucking online order",order_change,change_order,6455
BTX-0087,"I bought an item but I chose a wrong size, could I change my online order?",order_change,change_order,6456
BTX-0088,can you help me to modify my fucking order before you send it?,order_change,change_order,6490
BTX-0089,"I have to modify my order before you send it, how to do it?",order_change,change_order,6495
BTX-0090,"I have to change my order before you send it, can you help me?",order_change,change_order,6500
BTX-0091,i bought a product but i chose a wrong color how culd i update my online order,order_change,change_order,6526
BTX-0092,i purchased an item but i chose a wrong model how can i change my online order,order_change,change_order,6533
BTX-0093,could i modify my fucking oredr before ya send it,order_change,change_order,6563
BTX-0094,"I bolught a fucking item but I chose a wrong model, I would like to update my fucking order",order_change,change_order,6573
BTX-0095,i purchased a fucking item but i chose a wrongcolor is it possible to change my online order,order_change,change_order,6599
BTX-0096,"I bought a product but I chose a wrong color , I want to modify my fucking online order",order_change,change_order,6601
BTX-0097,wanna update my order before ya send itcould ya help me,order_change,change_order,6603
BTX-0098,i purchased a fucking item but i chose a wrong size i got to update my fucking order,order_change,change_order,6609
BTX-0099,"I purchased a fucking product but I chose a wrong size, how coul I update my fucking online order?",order_change,change_order,6619
BTX-0100,i bought an item but i chose an wrong color I'd like to update my fucking order,order_change,change_order,6622
BTX-0101,some products are broken could i report them,damaged_item,damaged_delivery,8624
BTX-0102,"some products are crushed, help me too report them",damaged_item,damaged_delivery,8638
BTX-0103,"one of the items is fucking damaged, willyou help me to report it?",damaged_item,damaged_delivery,8640
BTX-0104,"the products I got were fucking damaged, can you help me report them?",damaged_item,damaged_delivery,8645
BTX-0105,my package is fucking damaged cann uhelp me reporting it,damaged_item,damaged_delivery,8646
BTX-0106,some sent products are damaged isit possible to report them,damaged_item,damaged_delivery,8653
BTX-0107,an item is fuckingcrushed help me report it,damaged_item,damaged_delivery,8658
BTX-0108,i want assistance to report a fucking crushed product,damaged_item,damaged_delivery,8667
BTX-0109,"one of the items I ordered was crushed in shipping , I'd like to report it",damaged_item,damaged_delivery,8676
BTX-0110,the package i received was broken howcould i report it,damaged_item,damaged_delivery,8680
BTX-0111,one of the products ipurchased was broken in shipping i need assistance to report it,damaged_item,damaged_delivery,8681
BTX-0112,"my package arrived fucking damaged, will you help me to report it?",damaged_item,damaged_delivery,8693
BTX-0113,"I'd like to report a crushed prooduct, could I get some help?",damaged_item,damaged_delivery,8701
BTX-0114,"one of the products I purchased was crushed in shipping, would it be possible to report it?",damaged_item,damaged_delivery,8704
BTX-0115,the product i got was crushed can i report it,damaged_item,damaged_delivery,8710
BTX-0116,"one of the products I received was fucking damaged, will you help me reporting it?",damaged_item,damaged_delivery,8721
BTX-0117,wanna report a fucking broke item can ya help me,damaged_item,damaged_delivery,8722
BTX-0118,"one of the products I purchased was crushed in shipping, I need assistance reporting it",damaged_item,damaged_delivery,8735
BTX-0119,"one of the products I ordered was fucking broken in shipping, how do I report it?",damaged_item,damaged_delivery,8739
BTX-0120,"some products are fucking crushed, how could I report them?",damaged_item,damaged_delivery,8748
BTX-0121,wanna report fucking broken items how can i do it,damaged_item,damaged_delivery,8777
BTX-0122,need to report a fucking damaged product,damaged_item,damaged_delivery,8842
BTX-0123,"I got to report a fucking creushed item, I need help",damaged_item,damaged_delivery,8867
BTX-0124,"an item is fucking crushed , will you help me report it?",damaged_item,damaged_delivery,8881
BTX-0125,some fucking itemsi got was damaged i need help to report them,damaged_item,damaged_delivery,8887
BTX-0126,"my shipment package is damaged, I'd like to report it",damaged_item,damaged_delivery,8892
BTX-0127,somedelivered items are damaged would it be possible to report them,damaged_item,damaged_delivery,8916
BTX-0128,"my order package is broken,how can I report it?",damaged_item,damaged_delivery,8917
BTX-0129,one of the products i ordered was broken in shipping wiill ya help me report it,damaged_item,damaged_delivery,8918
BTX-0130,the fucking items i got were fucking damaged will ya help me reporting them,damaged_item,damaged_delivery,8932
BTX-0131,the fucking package i ordereds was broken could ureport it,damaged_item,damaged_delivery,8941
BTX-0132,"the products I received were fucking crushed, would it be possible to report them?",damaged_item,damaged_delivery,8946
BTX-0133,a delicered item is fucking crushed help me to report it,damaged_item,damaged_delivery,8953
BTX-0134,"a shipped product is crushed, how do I report it?",damaged_item,damaged_delivery,8955
BTX-0135,some items i got was broken can ya help me to report them,damaged_item,damaged_delivery,8961
BTX-0136,"I'd like to report fucking damaged items, how do I dl it?",damaged_item,damaged_delivery,8972
BTX-0137,one of the products i received was fucking broken how can i report iit,damaged_item,damaged_delivery,8977
BTX-0138,some items in my delivery are fucking broken help mer report them,damaged_item,damaged_delivery,8978
BTX-0139,the fucking package i ordwred was damaged help me report it,damaged_item,damaged_delivery,8980
BTX-0140,wanna report fucking crushed items how could i do it,damaged_item,damaged_delivery,8997
BTX-0141,"the package I ordered was damaged, could you helpme to report it?",damaged_item,damaged_delivery,9000
BTX-0142,"I want to report a damaged product, I need help",damaged_item,damaged_delivery,9005
BTX-0143,the package i bought was crushed how can i report it,damaged_item,damaged_delivery,9010
BTX-0144,"one of the items in my package is damaged , I need help to report it",damaged_item,damaged_delivery,9013
BTX-0145,one of the products i purchased was damaged in shipping how do i report it,damaged_item,damaged_delivery,9014
BTX-0146,"the package I bought was damaged, cah you help me to report it?",damaged_item,damaged_delivery,9018
BTX-0147,"someitems in my delivery are broken, how can I report them?",damaged_item,damaged_delivery,9025
BTX-0148,the fucking products i received were broken i need help to report them,damaged_item,damaged_delivery,9044
BTX-0149,"I need to report fucking crushed items, could you help me?",damaged_item,damaged_delivery,9061
BTX-0150,the products i got were fucking crushed will ya help me report them,damaged_item,damaged_delivery,9066
BTX-0151,the items i received were fucking damaged i wanna report them,damaged_item,damaged_delivery,9067
BTX-0152,a shipped item is fucking broken i need help reprting it,damaged_item,damaged_delivery,9071
BTX-0153,my delivery is fucking broken help me reporting it,damaged_item,damaged_delivery,9083
BTX-0154,the fucking package i received was damaged help me report it,damaged_item,damaged_delivery,9091
BTX-0155,some fucking products i gotg was broken can ya help me reporting them,damaged_item,damaged_delivery,9097
BTX-0156,"some delivered items are broken, will you help me to report htem?",damaged_item,damaged_delivery,9114
BTX-0157,"one of the items I purchased was fucking broken in shipping , how can I report it?",damaged_item,damaged_delivery,9115
BTX-0158,some items in my delivery are fucking crushed i need assistance reporting them,damaged_item,damaged_delivery,9125
BTX-0159,how can i report a fucking broken item,damaged_item,damaged_delivery,9126
BTX-0160,"a delivered product is fucking damaged, could you help me reporting it?",damaged_item,damaged_delivery,9137
BTX-0161,"one of the products I ordered was crushed, can you report it?",damaged_item,damaged_delivery,9141
BTX-0162,"I'd like to report a fucking broken item, how can I do it?",damaged_item,damaged_delivery,9143
BTX-0163,can ya hep me to report a fucking damaged item,damaged_item,damaged_delivery,9159
BTX-0164,some shipped productsare damaged help me reporting them,damaged_item,damaged_delivery,9161
BTX-0165,one of the packages in my delivery is damaged report it,damaged_item,damaged_delivery,9163
BTX-0166,"the fucking package I ordered was damaged, could you help me to report it?",damaged_item,damaged_delivery,9167
BTX-0167,"one of the products I purchased was crushed in shipping, how could I report it?",damaged_item,damaged_delivery,9172
BTX-0168,my roder package is fucking broken i need assistance reporting it,damaged_item,damaged_delivery,9180
BTX-0169,"some fucking products I got was crushed, can I report them?",damaged_item,damaged_delivery,9192
BTX-0170,"the fucking product I received was crushed, I want to report it",damaged_item,damaged_delivery,9194
BTX-0171,"the items I got were broken, can you help me reporting them?",damaged_item,damaged_delivery,9205
BTX-0172,"some delivered products are damaged, can you ehlp me reporting them?",damaged_item,damaged_delivery,9241
BTX-0173,"the packqge I ordered was damaged, could you help me report it?",damaged_item,damaged_delivery,9286
BTX-0174,"some of the items are broken, could you help me to report them ?",damaged_item,damaged_delivery,9292
BTX-0175,"one of the items I bought was fucking crushed in shipping, help me report it",damaged_item,damaged_delivery,9307
BTX-0176,need to report an damaged package where can i do it,damaged_item,damaged_delivery,9325
BTX-0177,some delivered products are fucking crudhed I'd like to report them,damaged_item,damaged_delivery,9327
BTX-0178,one of the packages in my delivery is fucking broken,damaged_item,damaged_delivery,9328
BTX-0179,"my package is fucking damaged, can you help m to report it?",damaged_item,damaged_delivery,9354
BTX-0180,need to report a crushed product can i get sme help,damaged_item,damaged_delivery,9367
BTX-0181,"some items are fucking crushed, I needhelp reporting them",damaged_item,damaged_delivery,9396
BTX-0182,"some sent items are broken, is it posskble to report them?",damaged_item,damaged_delivery,9402
BTX-0183,one of the items in my package is damaged will uhelp me report it,damaged_item,damaged_delivery,9439
BTX-0184,i want assistance reporting itemns,damaged_item,damaged_delivery,9458
BTX-0185,"the fucking package I received was broken, I need help to report it",damaged_item,damaged_delivery,9460
BTX-0186,one of the items i bought was fucking broken could ya help me reporting it,damaged_item,damaged_delivery,9474
BTX-0187,report a fucking damaged package,damaged_item,damaged_delivery,9477
BTX-0188,the fucking items i received were fuckingcrushed report them,damaged_item,damaged_delivery,9493
BTX-0189,some fucking ites i received was crushed can ya help me to report them,damaged_item,damaged_delivery,9496
BTX-0190,"my order is fucking broken, help me to report it",damaged_item,damaged_delivery,9500
BTX-0191,a product in my delivery is daamged id like to report it,damaged_item,damaged_delivery,9503
BTX-0192,"some products I received was crushed, I need assistance reporting them",damaged_item,damaged_delivery,9514
BTX-0193,I'd like to report fuxking damaged products how can i do it,damaged_item,damaged_delivery,9519
BTX-0194,a product in my delivery is fucking broken i wanna report it,damaged_item,damaged_delivery,9526
BTX-0195,"I'dlike to report a damaged package, I need assistance",damaged_item,damaged_delivery,9537
BTX-0196,some delivered products are fucking damaged how do i report them,damaged_item,damaged_delivery,9543
BTX-0197,id like to report a broken item how can ido it,damaged_item,damaged_delivery,9551
BTX-0198,my package was fucking crushed in shipipng help me report it,damaged_item,damaged_delivery,9561
BTX-0199,some products are crushed will uhelp me reporting them,damaged_item,damaged_delivery,9570
BTX-0200,wanna report productshelp me,damaged_item,damaged_delivery,9580
BTX-0201,my order was lost report a delivery issue,delivery_delay,delivery_issue,9608
BTX-0202,"I'd like to report a fucking delivery issue with my order, can I get some help?",delivery_delay,delivery_issue,9611
BTX-0203,"my order was lost, I need assistance reporting a fucking delivery problem",delivery_delay,delivery_issue,9617
BTX-0204,my delivery was delayed how do i rewport delivery issues,delivery_delay,delivery_issue,9618
BTX-0205,"I have not received my order, I want help to report fucking delivery problems",delivery_delay,delivery_issue,9629
BTX-0206,need to report delivery issues wity my order where to do it,delivery_delay,delivery_issue,9635
BTX-0207,my package was lost i need help to report a delivery issue,delivery_delay,delivery_issue,9670
BTX-0208,i did not receive my package help me to report a delivery problem,delivery_delay,delivery_issue,9693
BTX-0209,"I didn't receive my package, where can I report a delivery problem?",delivery_delay,delivery_issue,9698
BTX-0210,"my shipment has been lost, can I report fucdking delivery issues?",delivery_delay,delivery_issue,9700
BTX-0211,"my delivery was lost, would it be ppssible to report a delivery problem?",delivery_delay,delivery_issue,9717
BTX-0212,mydelivery was lost where could i report delivery problems,delivery_delay,delivery_issue,9729
BTX-0213,"I would like to report a delivery problem with my shipment, how do I do it?",delivery_delay,delivery_issue,9744
BTX-0214,how could I report an fucking delivery issue?,delivery_delay,delivery_issue,9768
BTX-0215,my shipment has been lost could uhelp me to report a delivery issue,delivery_delay,delivery_issue,9770
BTX-0216,id like to report fucking delivery issues help me,delivery_delay,delivery_issue,9779
BTX-0217,"I haven't received my shipment , I want assistance reporting delivery issues",delivery_delay,delivery_issue,9781
BTX-0218,"my delivery was sent to the wrong address, can you helpme to report delivery problems?",delivery_delay,delivery_issue,9796
BTX-0219,need to report a delivery issue help me,delivery_delay,delivery_issue,9799
BTX-0220,"I have a fucking problem with my order , I need help reporting it",delivery_delay,delivery_issue,9801
BTX-0221,I need assistance to report a delivery issue with my shipment,delivery_delay,delivery_issue,9809
BTX-0222,"my delivery was late, I would  like to report delivery problems",delivery_delay,delivery_issue,9812
BTX-0223,my order has been lost i got to report a delivery issue,delivery_delay,delivery_issue,9817
BTX-0224,"my delivery did not arrive on time, how can I report a delivery problem ?",delivery_delay,delivery_issue,9827
BTX-0225,"I would like to report a delivery issue with my shipment, could you help me?",delivery_delay,delivery_issue,9842
BTX-0226,wanna report delivery problems with my order how to do it,delivery_delay,delivery_issue,9851
BTX-0227,my delivery has been lost I'd like to report a fucking delivery problem,delivery_delay,delivery_issue,9874
BTX-0228,"I'd likd to report a fucking delivery problem with my order, where do I do it?",delivery_delay,delivery_issue,9883
BTX-0229,"I didn't receive my order, can you help me repolrting a fucking delivery problem?",delivery_delay,delivery_issue,9898
BTX-0230,my delivery was nit on time is it possible to report a delivery problem,delivery_delay,delivery_issue,9909
BTX-0231,my order waw sent to the wrong address i want help reporting a delivery problem,delivery_delay,delivery_issue,9911
BTX-0232,wanna report a fucking delivery issue with my order will uhelp me,delivery_delay,delivery_issue,9919
BTX-0233,my delivery was late where to report deliveyr problems,delivery_delay,delivery_issue,9927
BTX-0234,"I got to report a delpivery problem, can you help me?",delivery_delay,delivery_issue,9934
BTX-0235,"my order was lost , help me to report a fucking delivery problem",delivery_delay,delivery_issue,9948
BTX-0236,the delivery information is incorrect id like to report delivery issues,delivery_delay,delivery_issue,9959
BTX-0237,my package has been lost could uhelp me to report delivery problems,delivery_delay,delivery_issue,9965
BTX-0238,I want help to report delivery problems with my shipment,delivery_delay,delivery_issue,9971
BTX-0239,my delivery was delayed how to report fucking delivery issues,delivery_delay,delivery_issue,9972
BTX-0240,i havemt received my package can ya help me report a delivery issue,delivery_delay,delivery_issue,9979
BTX-0241,"I didn't receive my package , I want assistance reporting delivery issues",delivery_delay,delivery_issue,10004
BTX-0242,i havent received my order could i report a fucking delivery problem,delivery_delay,delivery_issue,10006
BTX-0243,"my delivery was not on time, how do I report a fucking delivery issue?",delivery_delay,delivery_issue,10013
BTX-0244,"I haven't received my order, I would like to report fucking delivery issues",delivery_delay,delivery_issue,10017
BTX-0245,my shipment was lost where can i report fuckiung delivery issues,delivery_delay,delivery_issue,10028
BTX-0246,"my ordrr has been lost, could you help me to report fucking delivery issues?",delivery_delay,delivery_issue,10032
BTX-0247,is it possible to report a fucking delivery issue wiht my shipment,delivery_delay,delivery_issue,10040
BTX-0248,my delivery was delayed help me to report a fucking delivety issue,delivery_delay,delivery_issue,10101
BTX-0249,my delivery was late can ya help me report a fucking delivery problem,delivery_delay,delivery_issue,10104
BTX-0250,ii want help reporting a delivery problem with my package,delivery_delay,delivery_issue,10110
BTX-0251,idid not receive my package where to report fucking delivery issues,delivery_delay,delivery_issue,10112
BTX-0252,"my order has been lost, I need to report a delivery problem",delivery_delay,delivery_issue,10116
BTX-0253,wanna report a delivery problem could uhelp me,delivery_delay,delivery_issue,10120
BTX-0254,my delivery didnt arrive on time id like to report fucking deliveryissues,delivery_delay,delivery_issue,10126
BTX-0255,how could I report delivery issues?,delivery_delay,delivery_issue,10127
BTX-0256,my shipment was sent to the wrong address can uhelp me to report a delivery issue,delivery_delay,delivery_issue,10135
BTX-0257,"I got to report delivery problems with my shikpment, will you help me?",delivery_delay,delivery_issue,10147
BTX-0258,"I would like to report fucking delivery issues with my shipment, how can I do it?",delivery_delay,delivery_issue,10165
BTX-0259,"my delivery was lost, I have to report fucking delivery problems",delivery_delay,delivery_issue,10168
BTX-0260,my delivery was delayed i need to report fuckingb delivery issues,delivery_delay,delivery_issue,10169
BTX-0261,my delivery was delayed help me repor delivery problems,delivery_delay,delivery_issue,10171
BTX-0262,"my delivery was lost, I want assistance reporting delivery problems",delivery_delay,delivery_issue,10179
BTX-0263,help me repot a delivery issue with my package,delivery_delay,delivery_issue,10197
BTX-0264,"my delivery was not on time, how could I report a delivery issue?",delivery_delay,delivery_issue,10201
BTX-0265,my package was lost i want help to report fucking delivery problems,delivery_delay,delivery_issue,10208
BTX-0266,"I didn't receive my shipment, is it possible to report delivery issues?",delivery_delay,delivery_issue,10215
BTX-0267,"my delivery was late, I'd like to report delivery issues",delivery_delay,delivery_issue,10270
BTX-0268,i did not receive my order how can i reprt delivery issues,delivery_delay,delivery_issue,10282
BTX-0269,i didnt receive my order id like to report fucking delivbery problems,delivery_delay,delivery_issue,10291
BTX-0270,"I didn't receive my shipment, I need assistancw to report a fucking delivery issue",delivery_delay,delivery_issue,10292
BTX-0271,i have not received my package help me to report fucking delivery issues,delivery_delay,delivery_issue,10302
BTX-0272,"my shipment was lost, how to report a delivery issue?",delivery_delay,delivery_issue,10324
BTX-0273,"I didn't receive my package, help me report a fucking delivery issue",delivery_delay,delivery_issue,10328
BTX-0274,"my package has been lost, where to report delivery issues?",delivery_delay,delivery_issue,10355
BTX-0275,"my delivery was delayed, I want help reporting delivery issues",delivery_delay,delivery_issue,10362
BTX-0276,"I didn't receive my shipment, I need help reporting a delivery problem",delivery_delay,delivery_issue,10368
BTX-0277,i got to report deliver issues with my shipment,delivery_delay,delivery_issue,10375
BTX-0278,I want assistance erporting a fucking delivery problem,delivery_delay,delivery_issue,10386
BTX-0279,"my delivery was not on time, would itbe possible to report a delivery problem?",delivery_delay,delivery_issue,10391
BTX-0280,"my package was lost, can you help me to report a delivery issue?",delivery_delay,delivery_issue,10393
BTX-0281,my delivery was lost could i repotr a fucking delivery problem,delivery_delay,delivery_issue,10408
BTX-0282,i havent received my order how to report delivery issues,delivery_delay,delivery_issue,10428
BTX-0283,i havent received my order help me to report delivery problems,delivery_delay,delivery_issue,10448
BTX-0284,"I did not receive my package, report a fucking delivery prolem",delivery_delay,delivery_issue,10461
BTX-0285,my delivery was lost where do i report a fucking delivery problem,delivery_delay,delivery_issue,10465
BTX-0286,"I'd like to report a delivery issue with my package, where can I do it?",delivery_delay,delivery_issue,10466
BTX-0287,"I haven't received my package, where to report a delivery issue?",delivery_delay,delivery_issue,10467
BTX-0288,my delivery was lost could uhelp me to report a  delivery problem,delivery_delay,delivery_issue,10482
BTX-0289,"I have to erport a delivery issue with my order, can I get some help?",delivery_delay,delivery_issue,10495
BTX-0290,i havent receivd my package report a fucking delivery problem,delivery_delay,delivery_issue,10502
BTX-0291,"my delivery was delayed, where to report a fucking delivery issue?",delivery_delay,delivery_issue,10527
BTX-0292,"I did not receive my order, help me reporting fucking delivery issuse",delivery_delay,delivery_issue,10530
BTX-0293,"I didn't receive my shipment, I need to report fucking delivery problems",delivery_delay,delivery_issue,10541
BTX-0294,"I did not receive my shipment , I need assistance reporting fucking delivery issues",delivery_delay,delivery_issue,10557
BTX-0295,my delivery has been lost could uhelp me reporting delivery problems,delivery_delay,delivery_issue,10558
BTX-0296,"I need to report delivery problems with my order, how could I do it?",delivery_delay,delivery_issue,10565
BTX-0297,"I got to report fucking delivery isues with my order, where do I do it?",delivery_delay,delivery_issue,10568
BTX-0298,"my delivery was not on time, help me report fucking delivery problems",delivery_delay,delivery_issue,10580
BTX-0299,i havent received my shipment help me reporting an fucking delivery issue,delivery_delay,delivery_issue,10590
BTX-0300,"I have a fucking problem with my package, will you help me report it?",delivery_delay,delivery_issue,10596
BTX-0301,i cant pay help me reporting a  fucking payment issue,payment_problem,payment_issue,18183
BTX-0302,i cant pay how do i notify of a payment isse,payment_problem,payment_issue,18186
BTX-0303,"I can't pay, can you help me notifying of a payment issue?",payment_problem,payment_issue,18192
BTX-0304,"I did not get a payment validation , I want help notifying of payment issues",payment_problem,payment_issue,18206
BTX-0305,I'd lije to notify of payment problems i need help,payment_problem,payment_issue,18210
BTX-0306,i cant pay can uhelp me reporting a payment problem,payment_problem,payment_issue,18216
BTX-0307,"my crdit card did not work, I would like to notify of payment issues",payment_problem,payment_issue,18220
BTX-0308,i caqnt pay i need help to notify of fucking payment issues,payment_problem,payment_issue,18248
BTX-0309,i cant make payments i want assistannce notifying of fucking payment problems,payment_problem,payment_issue,18255
BTX-0310,my debit card was declined could uhelp me to report fucking payment issues,payment_problem,payment_issue,18257
BTX-0311,the payment failed but i was charged anway i want help to report a fucking payment issue,payment_problem,payment_issue,18262
BTX-0312,"my credit card didn't work, help me reporting a fucking payment prlblem",payment_problem,payment_issue,18267
BTX-0313,"I caj't make a transfer, would it be possible to notify of payment problems?",payment_problem,payment_issue,18272
BTX-0314,"I casnnot make transfers, where could I notify of a payment issue?",payment_problem,payment_issue,18283
BTX-0315,need to report a payment problem where can i do it,payment_problem,payment_issue,18327
BTX-0316,th payment failed help me notifying of a payment issue,payment_problem,payment_issue,18343
BTX-0317,the payment did not go through i want help reporting a payment problem,payment_problem,payment_issue,18357
BTX-0318,wanna report  a fucking payment problem where could i do it,payment_problem,payment_issue,18359
